gen	time	h	d
89	9308	102.9756	23.621923
90	9376	103.43298	24.093653
91	9225	103.75293	23.641563
92	9408	103.47531	23.527967
93	9463	103.14474	23.303745
94	9352	103.45282	23.732622
95	9393	103.129944	23.300611
96	9422	103.52009	23.373215
97	9521	103.0706	23.29327
98	9459	103.571594	23.44031
99	9485	103.85988	23.010128
100	9756	103.60449	22.821968
101	9598	103.73874	23.27257
102	9571	103.371056	23.119085
103	9598	103.86489	22.73358
104	9811	103.66321	22.721283
105	9715	103.4434	22.900932
106	9742	103.5033	22.535915
107	9976	103.222046	22.617558
108	9798	102.94028	22.79669
109	9725	103.39044	22.592182
110	9771	103.7615	22.931683
111	9671	104.103775	22.978796
112	9687	104.403656	22.608555
113	9898	104.26659	23.09307
114	9712	104.56369	22.67357
115	9939	104.174324	22.643341
116	9840	104.48723	22.259905
117	10070	104.3986	22.700912
118	9951	103.93526	23.184084
119	9538	104.02613	23.587025
120	9487	104.26219	23.396145
121	9503	104.27438	23.107721
122	9738	103.79301	22.663872
123	9739	103.41581	22.25524
124	9946	102.93963	22.461245
125	9835	102.64922	22.031136
126	9953	103.07894	21.982302
127	10016	102.84263	21.799782
128	10004	103.045044	21.694124
129	10185	102.58203	21.783804
130	10011	102.62586	22.270626
131	9906	102.18427	22.07912
132	9874	102.16376	22.089228
133	9926	102.11365	22.502897
134	9800	102.21651	22.389626
135	9797	102.21224	22.190634
136	9924	102.31278	22.599014
137	9638	102.215546	22.624624
138	9819	102.68896	23.011684
139	9615	103.183365	23.445475
140	9565	103.589935	23.45005
141	9510	103.63183	22.973904
142	9679	103.52104	22.84481
143	9737	103.22263	22.670977
144	9745	102.8688	22.627861
145	9727	102.83315	22.924612
146	9630	102.99378	23.0081
147	9545	102.839005	23.439697
148	9337	102.75253	23.146875
149	9542	102.67554	22.681488
150	9790	103.126015	22.835302
151	9654	103.5123	22.507326
152	9826	103.43452	22.513092
153	9861	103.03104	22.992733
154	9699	103.339066	23.329628
155	9525	103.56287	23.709738
156	9385	103.10213	23.714806
157	9274	103.41724	23.940857
158	9298	103.16728	23.689413
159	9363	103.53423	23.670345
160	9389	103.4239	24.043976
161	9440	103.51321	24.414076
162	9244	103.057175	24.838428
163	8967	103.155266	24.397688
164	9083	102.73315	24.252722
165	9086	103.18371	23.885714
166	9215	103.28018	24.244276
167	9194	103.15752	24.28144
168	9223	102.97954	23.856276
169	9289	102.82481	24.160578
170	9129	102.68827	23.677252
171	9405	102.50659	23.59664
172	9390	102.56242	23.618528
173	9294	102.84306	23.82722
174	9358	102.49239	23.616972
175	9275	102.17488	23.387514
176	9453	102.00204	23.829277
177	9216	102.03334	23.746687
178	9228	102.149414	23.865557
179	9270	101.834885	24.025862
180	9221	102.1572	23.985327
181	9226	102.153275	24.271894
182	9093	102.095055	23.893225
183	9215	102.517845	23.537039
184	9311	102.40728	23.501934
185	9484	102.800255	23.193102
186	9478	102.75225	22.981417
187	9613	102.62513	23.080624
188	9464	102.33011	22.957783
189	9569	102.75617	22.554422
190	9739	102.8438	22.302414
191	9850	102.89612	22.454044
192	9802	103.270775	22.721094
193	9750	102.91571	22.57467
194	9659	102.45537	22.541039
195	9770	102.50799	22.24987
196	9856	102.69344	22.286074
197	9822	102.43129	22.685728
198	9689	102.69074	23.172462
199	9513	102.85654	23.110134
200	9628	102.65349	23.40186
201	9548	102.26933	23.206743
202	9515	102.20783	23.644667
203	9282	101.79996	23.35094
204	9404	101.70994	23.14467
205	9463	101.80383	23.01965
206	9458	101.601585	23.33844
207	9407	101.672386	23.531265
208	9237	101.71398	23.621834
209	9174	101.66014	23.202631
210	9398	102.06864	22.820183
211	9608	102.397354	22.759117
212	9678	102.84972	22.729145
213	9736	103.188194	23.201647
214	9512	103.68274	22.850618
215	9764	103.40502	22.759483
216	9750	103.26863	23.16904
217	9504	102.978806	22.900469
218	9672	103.37992	22.43697
219	9851	102.951164	22.572472
220	9795	102.955574	22.541414
221	9844	103.04019	22.605871
222	9776	102.87307	22.471373
223	9927	103.2243	22.971561
224	9613	103.09509	22.56244
225	9841	103.144615	23.036709
226	9512	103.44531	22.650518
227	9818	103.4441	22.85349
228	9643	103.76047	22.884935
229	9777	103.60072	22.938175
230	9722	103.429375	22.568504
231	9789	103.68039	22.559267
232	9935	103.80094	22.851208
233	9761	103.767365	22.707703
234	9806	103.95144	22.643572
235	9878	103.8553	22.297483
236	9900	103.47191	21.926079
237	10274	103.1545	21.820442
238	10076	103.22125	21.702833
239	10263	103.185196	21.667217
240	10209	103.136505	21.977371
241	10066	102.9435	21.793776
242	10172	103.23642	22.035948
243	10084	103.01027	22.406225
244	9898	103.30666	22.74048
245	9710	103.40572	22.853348
246	9744	103.67823	23.041985
247	9752	103.83457	22.85547
248	9791	103.54839	22.738499
249	9746	103.3999	22.345192
250	9905	103.003075	21.948864
251	9999	103.16419	22.12127
252	9968	102.691986	22.44562
253	9799	103.16044	22.678164
254	9836	103.29199	22.674124
255	9706	103.036385	22.32643
256	9911	103.41728	22.488407
257	9822	103.721	22.104462
258	10140	103.619965	22.138172
259	9934	103.84658	22.460712
260	9893	104.300514	22.39806
261	9973	104.44254	22.391888
262	9906	104.89585	22.276518
263	10101	104.963425	22.671238
264	9813	104.78269	23.09101
265	9816	104.710976	23.509956
266	9547	104.58669	23.885862
267	9461	104.855255	24.129292
268	9335	104.51115	24.094633
269	9299	104.886635	23.773512
270	9503	104.65705	23.750278
271	9612	105.02488	23.47241
272	9569	105.12355	23.951643
273	9500	105.13093	23.499914
274	9652	105.549965	23.161516
275	9835	105.78523	23.05095
276	9905	106.21309	22.653334
277	10016	106.0725	22.714842
278	10012	106.57198	22.916292
279	10006	106.93405	23.253635
280	9777	107.17875	23.44959
281	9854	107.54421	23.930014
282	9648	107.93826	24.196394
283	9563	107.96572	24.411993
284	9497	108.00645	24.110737
285	9664	107.55741	24.586084
286	9378	107.749985	24.347374
287	9575	108.06354	24.446552
288	9501	108.162056	24.16736
289	9562	108.38692	24.367683
290	9451	108.15459	24.18812
291	9574	108.33449	24.185871
292	9707	108.54849	24.099527
293	9637	108.22863	24.16152
294	9636	108.42606	24.168518
295	9667	108.51336	24.515432
296	9458	108.18479	24.85005
297	9420	108.47211	25.074423
298	9201	108.63352	25.134033
299	9362	108.837875	25.183327
300	9312	108.42748	24.853006
301	9384	108.06201	24.44655
302	9570	108.43719	24.63996
303	9346	108.51211	24.196648
304	9578	108.91165	23.855675
305	9818	108.54549	23.670328
306	9818	108.11512	23.911716
307	9691	108.29729	23.46554
308	9789	108.17284	23.44286
309	9849	108.29925	23.386946
310	9819	108.32455	23.791971
311	9777	108.37025	24.257986
312	9598	107.91575	24.215836
313	9625	108.35026	24.390419
314	9530	108.8301	24.888433
315	9398	108.99935	24.654152
316	9450	109.442665	24.288568
317	9639	109.58291	23.823038
318	9896	109.93769	24.14063
319	9781	110.126144	24.63661
320	9549	109.94447	24.560549
321	9610	109.73309	24.706816
322	9502	110.23118	24.474756
323	9773	110.152275	24.944773
324	9543	110.3508	24.954178
325	9502	109.865326	24.725258
326	9648	110.137215	24.596119
327	9681	110.544235	24.780083
328	9499	110.454414	25.022078
329	9468	110.32117	25.290363
330	9369	109.87401	25.16555
331	9414	109.596306	25.45776
332	9362	109.36185	25.16211
333	9431	109.55034	25.09411
334	9441	109.9314	25.0692
335	9473	110.20025	24.913433
336	9420	110.43093	25.246626
337	9370	110.273735	24.923328
338	9485	110.32557	24.754349
339	9453	110.03858	24.966583
340	9516	110.265495	25.080675
341	9493	110.01874	25.140112
342	9463	109.92816	25.03409
343	9443	110.25422	24.730597
344	9586	110.13143	24.397331
345	9716	109.99838	24.426668
346	9673	110.46387	24.825874
347	9630	110.27304	24.643215
348	9579	109.79939	24.381369
349	9721	110.21279	24.293465
350	9734	109.79553	23.977673
351	9860	109.56003	23.836817
352	9934	109.53193	24.288696
353	9641	109.21787	24.267017
354	9651	109.37466	24.395668
355	9597	109.05593	23.980736
356	9694	109.24414	24.005705
357	9746	108.891685	24.451725
358	9587	108.9943	24.076479
359	9682	109.29709	23.594425
360	9877	109.45189	23.386356
361	10157	109.0569	23.173334
362	10079	109.14116	23.00671
363	10108	109.28151	23.360199
364	10071	109.04948	22.96321
365	10087	109.31085	23.307356
366	10147	109.327576	23.322073
367	10033	109.06111	23.62078
368	9927	108.80708	23.238142
369	9935	109.21313	22.840757
370	10292	109.60884	22.417809
371	10423	109.79631	21.998556
372	10652	110.101234	21.796253
373	10696	110.332344	22.28506
374	10514	110.15324	22.163183
375	10642	110.26939	22.596687
376	10381	110.44686	22.655954
377	10475	110.11014	22.740463
378	10288	110.11642	23.145962
379	10273	109.802826	23.506754
380	10055	109.5744	23.392384
381	10022	109.36341	23.04665
382	10126	109.181755	23.479954
383	10019	109.24742	23.954233
384	9721	109.568924	23.662153
385	9987	110.051994	23.401575
386	10041	109.8262	23.087542
387	10154	110.05436	22.799845
388	10279	110.395035	22.655125
389	10323	110.59475	23.100721
390	10338	110.63196	23.556606
391	10021	110.53651	23.738768
392	9887	110.49179	23.260832
393	10111	110.14472	23.129625
394	10197	110.103294	23.150965
395	10166	110.080605	22.884565
396	10306	110.38568	23.176104
397	10071	110.576546	23.459187
398	10221	110.25991	23.589487
399	10006	110.3288	23.286797
400	10199	110.576996	23.12072
401	10275	110.94279	22.855824
402	10408	110.62781	22.379995
403	10525	110.36061	22.721834
404	10296	110.35694	22.94279
405	10264	110.15235	22.923443
406	10195	110.35123	23.164349
407	10234	110.580986	23.121769
408	10193	110.72496	23.45185
409	10190	110.56125	23.450275
410	10071	110.97031	23.542837
411	10092	111.07142	23.499786
412	10092	111.10718	23.063274
413	10276	110.9512	23.48447
414	10261	110.927055	23.600063
415	10148	110.824104	23.26323
416	10245	110.751076	23.402962
417	10129	110.35573	23.248291
418	10231	110.51941	23.262873
419	10069	110.73604	23.674408
420	9970	110.952194	23.237165
421	10213	111.197556	23.444544
422	10170	111.30325	23.610516
423	10114	111.64808	23.746042
424	9944	111.708786	23.391323
425	10277	111.41085	23.45933
426	10167	111.67465	23.039167
427	10393	111.45553	22.74065
428	10524	111.68754	22.621284
429	10541	111.85955	23.043552
430	10377	111.50142	22.809534
431	10439	111.83641	23.16715
432	10290	111.59848	22.715305
433	10472	112.064644	23.030928
434	10471	111.78204	23.326262
435	10221	112.06074	23.23301
436	10250	112.270096	22.900799
437	10451	111.78481	22.866043
438	10386	112.23304	22.86347
439	10436	112.55611	22.732754
440	10596	112.54765	23.027287
441	10444	112.09985	22.967787
442	10344	112.29463	22.92285
443	10435	111.923935	22.82003
444	10570	112.1303	22.461878
445	10544	111.712875	22.701416
446	10497	111.22529	22.515429
447	10616	110.850845	22.23965
448	10572	111.05194	21.88159
449	10878	110.61135	21.83061
450	10848	110.14351	21.559586
451	10852	110.59952	22.024717
452	10760	110.620056	22.388271
453	10729	111.04644	22.616903
454	10528	110.93428	22.45391
455	10451	110.88396	22.327915
456	10607	110.82384	21.986862
457	10716	110.42414	21.68251
458	10833	110.49593	22.141834
459	10704	110.82851	22.322779
460	10676	110.80903	22.051525
461	10680	111.24482	21.967754
462	10756	111.53059	21.7354
463	10968	111.84077	22.177792
464	10763	111.546684	22.460377
465	10540	111.88217	22.641445
466	10459	112.33114	22.84207
467	10572	112.71655	23.179129
468	10411	112.6284	22.94286
469	10425	112.92071	22.88358
470	10523	112.47462	22.523909
471	10670	112.40109	22.546648
472	10690	112.03807	22.761091
473	10476	111.75432	22.676184
474	10464	111.79381	22.630213
475	10527	111.41315	22.351034
476	10468	111.22172	22.366125
477	10759	111.320076	22.15574
478	10723	111.26362	21.959589
479	10859	110.80778	21.68929
480	10838	111.29125	22.119242
481	10686	111.2624	22.402596
482	10499	111.28353	22.801281
483	10399	111.33362	22.765661
484	10462	111.62784	22.596125
485	10559	111.42731	23.068083
486	10441	111.14076	23.52867
487	10171	111.58698	23.88235
488	10011	112.05696	23.502449
489	10188	112.49182	23.795311
490	10058	112.49932	23.55583
491	10215	112.903175	24.023212
492	10020	113.28235	23.616823
493	10261	113.20196	24.031778
494	10035	113.652306	23.981709
495	10104	113.529816	23.648445
496	10338	113.74235	23.919395
497	10086	114.103836	23.834007
498	10161	113.614555	23.49025
499	10483	113.89359	23.051905
500	10542	113.40081	22.906397
501	10495	113.74307	22.444504
502	10813	113.987526	22.373611
503	10854	114.35894	22.343855
504	10921	114.79948	22.464735
505	10946	114.58142	22.6115
506	10749	114.45055	22.947857
507	10576	114.631645	23.084595
508	10608	114.86441	23.10965
509	10641	114.92614	22.825409
510	10728	115.14184	22.57591
511	10929	115.52663	22.994452
512	10727	116.00652	23.317017
513	10524	116.15189	23.279564
514	10734	115.909615	22.88409
515	10760	115.666145	22.390654
516	11037	115.58458	22.192726
517	11173	115.13708	21.77033
518	11259	115.52535	22.026857
519	11093	115.59748	21.91932
520	11242	115.37575	22.356731
521	11079	115.75972	22.806458
522	10718	115.77948	23.14984
523	10677	115.73401	23.416203
524	10486	116.042915	23.002869
525	10721	115.75555	22.966663
526	10771	115.67316	22.509922
527	10937	115.36472	22.481297
528	10812	115.05548	22.851768
529	10642	114.84593	22.748138
530	10795	114.719124	23.198816
531	10560	114.97176	23.362797
532	10469	115.394196	23.494316
533	10428	115.02307	23.675657
534	10385	115.13462	23.744827
535	10443	114.956055	23.523792
536	10491	115.29214	23.13868
537	10658	114.979294	23.049715
538	10674	114.676704	22.589575
539	10880	114.88423	22.314186
540	10938	115.133064	22.520525
541	10782	115.43844	22.473995
542	10944	115.45188	22.920084
543	10650	115.51919	22.661049
544	10933	115.07625	22.280693
545	11038	115.2967	22.225012
546	11116	115.324615	22.017363
547	11112	115.8136	21.544464
548	11353	115.85826	21.294157
549	11743	115.7836	21.38865
550	11539	116.256516	21.590551
551	11430	116.62939	21.903488
552	11187	116.32341	22.123653
553	11262	116.281784	21.88496
554	11309	116.224976	21.677015
555	11377	116.1294	22.177977
556	11225	116.17615	22.50101
557	11009	116.652664	22.219887
558	11191	116.851074	21.886808
559	11229	116.728806	21.418398
560	11517	116.44713	21.610172
561	11419	116.29496	21.79345
562	11394	116.1886	21.463875
563	11556	116.13281	21.105278
564	11729	116.63186	20.79189
565	11965	116.43593	21.230453
566	11632	116.161476	21.06747
567	11629	116.13523	21.083286
568	11614	116.20089	21.332165
569	11552	115.92587	21.68677
570	11270	116.27666	21.49899
571	11342	115.81937	21.975054
572	11108	115.33066	22.298115
573	10979	115.741745	22.544033
574	10979	115.70235	22.48573
575	11000	115.84137	22.331577
576	11144	116.21919	22.364012
577	11067	116.4479	22.84887
578	10810	116.44168	22.684204
579	10974	116.10402	22.513153
580	10967	116.09481	22.958017
581	10770	116.55702	22.966763
582	10894	116.62632	23.421886
583	10622	116.35423	23.72948
584	10560	115.90919	24.20586
585	10250	116.13016	24.627707
586	10042	116.39006	24.521515
587	10148	116.57149	24.498608
588	10137	116.600624	24.329294
589	10235	116.39885	24.370722
590	10151	116.04004	24.295786
591	10211	116.03306	23.846472
592	10427	116.443535	23.36323
593	10517	116.32991	23.819761
594	10411	116.77336	23.775885
595	10504	116.429245	24.132175
596	10308	116.5742	23.883667
597	10485	117.04477	23.73224
598	10580	117.46524	23.809332
599	10491	117.92602	23.70288
600	10682	118.28836	23.526875
601	10765	118.158394	23.56822
602	10792	118.06766	23.29964
603	10839	118.27924	22.868725
604	10979	118.58096	23.185303
605	10866	118.464966	23.451452
606	10765	118.524895	23.579363
607	10696	118.33646	23.227995
608	10958	118.494225	23.169664
609	10907	118.22366	22.8214
610	11083	118.5882	22.839367
611	11066	118.87175	22.422916
612	11275	119.33948	22.428259
613	11341	119.14164	22.731255
614	11146	119.50018	22.63962
615	11296	119.16325	22.466108
616	11297	119.46353	22.300705
617	11489	119.29797	22.379948
618	11184	119.121574	22.778997
619	11095	118.78169	23.197317
620	10859	119.015724	23.60058
621	10712	119.13001	23.467932
622	10735	119.453995	23.292393
623	10974	118.97769	22.848778
624	11062	119.18265	22.545372
625	11336	119.418465	22.429031
626	11251	119.735794	22.595987
627	11368	119.8206	22.758547
628	11257	120.00432	22.492207
629	11258	120.18197	22.487532
630	11375	120.40071	22.329903
631	11446	120.03817	22.81733
632	11159	119.71184	23.106852
633	11024	119.424774	23.36169
634	10979	119.92572	23.662182
635	10899	120.107346	23.526743
636	10981	119.67049	23.505745
637	10836	120.09409	23.712065
638	10772	120.34947	24.138422
639	10748	120.30277	24.563946
640	10552	119.90701	25.04253
641	10288	119.4897	24.754827
642	10287	119.306946	24.999222
643	10253	119.26464	24.684666
644	10307	119.64821	25.040062
645	10224	119.65367	25.32739
646	9973	119.922226	25.095226
647	10226	120.0792	25.107595
648	10273	119.78762	25.38002
649	10079	119.86705	25.671
650	10011	119.4338	25.49228
651	9963	119.735214	25.95484
652	9871	119.80004	25.818256
653	10003	120.17377	25.462992
654	10129	120.08904	25.837528
655	10017	120.55995	26.05662
656	9942	120.77591	26.001774
657	9899	120.965065	26.384588
658	9806	120.57905	26.422617
659	9846	120.73122	26.875444
660	9592	120.957794	26.64839
661	9763	121.0538	26.4148
662	9820	120.57211	26.621756
663	9690	120.39425	26.688229
664	9670	120.14884	27.051743
665	9560	120.4318	27.125668
666	9548	120.11529	26.80974
667	9594	120.54371	26.719742
668	9571	120.38097	26.550766
669	9779	120.371765	26.240093
670	9806	120.10072	26.23897
671	9827	120.53226	25.903976
672	10027	120.05743	26.326538
673	9754	119.709366	26.449804
674	9656	119.63417	26.499472
675	9598	119.320526	26.484749
676	9627	119.20577	26.226507
677	9643	119.30974	26.035862
678	9787	119.34033	25.55037
679	10007	119.748116	25.947565
680	9820	120.062996	25.919245
681	9938	120.33281	26.067934
682	9887	120.56732	26.387436
683	9734	120.127396	26.099087
684	9821	120.048676	25.864376
685	9958	120.34458	25.874264
686	9946	120.79769	25.557272
687	10207	120.967445	25.407358
688	10250	121.00839	25.607662
689	10016	120.81923	25.45421
690	10186	121.13247	25.586555
691	10148	120.89677	25.63046
692	10046	120.98405	25.152576
693	10183	121.2358	24.693993
694	10479	120.81657	24.595768
695	10464	120.56125	24.439405
696	10509	120.24768	24.407604
697	10610	119.75127	24.561958
698	10412	119.94215	24.649946
699	10468	119.665855	25.14822
700	10144	119.98935	25.01392
701	10144	119.72808	24.784172
702	10363	119.264755	24.396473
703	10371	119.62441	24.382511
704	10396	119.7845	24.858397
705	10272	119.359665	24.710571
706	10246	119.53987	24.576029
707	10347	120.03727	24.552385
708	10385	119.87239	24.42642
709	10465	119.69577	24.694004
710	10362	119.82457	24.654402
711	10422	120.276375	24.698313
712	10389	120.40727	24.709517
713	10432	120.369286	24.879883
714	10423	120.34095	24.41572
715	10516	120.794914	24.328175
716	10675	121.20287	24.822563
717	10448	121.563065	24.45834
718	10598	122.06164	24.904665
719	10505	122.269745	25.191822
720	10406	122.60254	25.545956
721	10256	122.665054	25.084877
722	10467	122.48745	24.660597
723	10560	122.674904	24.500921
724	10635	122.90696	24.305706
725	10723	123.161316	24.473188
726	10748	123.45169	24.509655
727	10698	123.009926	24.165009
728	10797	123.11441	24.069233
729	10851	122.88807	24.260162
730	10845	123.084015	24.503761
731	10766	122.735825	24.41456
732	10704	123.17645	24.84273
733	10414	122.89209	24.818533
734	10704	122.54682	25.14436
735	10500	122.072174	24.767456
736	10545	122.47846	24.767189
737	10503	122.56181	24.893015
738	10556	122.43928	25.320974
739	10364	122.769005	24.91593
740	10564	123.18508	24.717266
741	10783	123.08017	25.090284
742	10434	122.596695	24.880411
743	10542	122.745056	25.17007
744	10546	122.694496	25.562042
745	10230	123.03191	25.578997
746	10350	123.4745	25.503124
747	10350	123.64872	25.86627
748	10215	123.97004	25.565907
749	10356	124.13383	25.498049
750	10467	123.79848	25.43186
751	10329	124.01235	25.826405
752	10192	124.497086	25.478186
753	10457	124.04563	25.782976
754	10358	123.87314	25.556692
755	10401	124.37409	25.289793
756	10467	124.81021	25.15975
757	10654	125.11615	25.516142
758	10432	124.64969	25.433647
759	10457	124.26532	25.656544
760	10357	124.74281	25.583214
761	10463	124.96363	25.26303
762	10545	124.94032	25.172602
763	10623	125.40403	24.931488
764	10653	125.683014	25.341143
765	10550	125.92834	25.134258
766	10657	125.70948	25.027388
767	10699	125.89315	25.427004
768	10531	126.0543	25.77272
769	10508	125.900894	26.150486
770	10274	125.706505	26.64183
771	10084	126.014145	26.473587
772	10210	125.559494	26.747034
773	9971	125.69478	26.383364
774	10193	125.39533	26.642282
775	10064	124.98758	26.877947
776	10094	125.10462	27.37407
777	9832	125.261	26.910162
778	9897	125.58439	27.385937
779	9866	125.80001	27.375746
780	9808	125.92431	27.212532
781	9921	126.12763	26.872751
782	10061	125.736946	27.140266
783	10037	125.811844	27.212088
784	10016	125.9958	26.792503
785	10020	125.55867	26.372047
786	10146	125.8209	26.416937
787	10210	126.0363	26.907272
788	10134	126.33156	26.827194
789	10071	126.68334	26.357327
790	10347	126.7887	26.363173
791	10347	127.20689	25.89163
792	10418	127.55241	26.106916
793	10387	127.41701	26.386118
794	10402	127.70974	26.612669
795	10299	128.02232	26.596487
796	10349	128.14668	26.828705
797	10162	128.13368	27.037554
798	10234	128.14777	27.443842
799	9961	128.39651	27.619911
800	9857	128.23851	27.540442
801	10089	128.62839	27.194126
802	10113	128.6929	26.699697
803	10381	128.25838	26.459522
804	10394	128.04085	26.713255
805	10210	128.36865	26.678753
806	10265	127.931755	27.12238
807	10152	127.720024	27.059692
808	10063	128.1227	27.361786
809	10116	127.75497	27.32383
810	10005	127.95356	27.563099
811	10015	128.20491	27.467308
812	9967	127.86518	27.10675
813	10118	127.72544	27.457003
814	9939	127.89596	27.033756
815	10115	127.45	26.662067
816	10230	127.6717	26.761057
817	10197	127.414276	26.45246
818	10273	127.59069	26.483984
819	10361	127.16746	26.755365
820	10159	126.73663	26.998913
821	10079	126.728935	27.075912
822	10041	126.29181	27.29264
823	9875	126.34716	26.918903
824	9953	126.239876	26.784672
825	10135	126.63736	26.530178
826	10192	126.985695	26.728811
827	10206	126.91081	26.617395
828	10260	127.33236	26.792767
829	10243	127.02964	26.547998
830	10186	127.36546	26.652998
831	10216	127.58073	27.086605
832	10100	127.56342	27.383312
833	10017	127.90978	27.410585
834	9937	128.2254	27.361435
835	10042	127.93589	27.33624
836	10055	128.1209	27.040064
837	10026	128.07428	26.922264
838	10212	128.5472	26.449518
839	10394	128.73091	26.073061
840	10665	128.32417	26.269424
841	10452	128.10269	26.268347
842	10290	127.72823	26.338985
843	10339	128.15625	26.517586
844	10292	127.797005	26.55976
845	10373	127.62762	26.625265
846	10325	128.02704	26.994396
847	10274	128.2581	26.563425
848	10220	127.79325	26.297997
849	10400	127.856575	26.76583
850	10198	127.5192	27.000805
851	10099	127.24012	27.368805
852	10016	127.05616	26.899576
853	10160	127.350975	27.076725
854	10096	126.8943	27.514145
855	9905	127.37717	27.3186
856	10028	126.98856	26.97715
857	10080	127.261925	27.426062
858	9967	127.56974	27.314314
859	10040	127.786644	27.702457
860	9894	128.24413	27.763891
861	9919	128.18385	28.001137
862	9809	128.67943	28.48771
863	9627	128.27245	28.119562
864	9774	127.917625	28.280397
865	9760	127.56681	28.23226
866	9703	127.90659	28.51122
867	9636	128.37079	28.892378
868	9556	128.61606	28.510681
869	9720	128.19484	28.489016
870	9610	128.51076	28.250484
871	9761	128.45134	27.889626
872	9796	128.74265	28.151024
873	9765	128.85587	28.26432
874	9698	129.02867	28.205746
875	9760	129.0914	28.05912
876	9838	129.32764	28.066887
877	9838	128.89398	28.459305
878	9699	129.39388	28.693546
879	9683	129.31879	28.235252
880	9904	129.63055	28.051079
881	9976	130.05347	28.430866
882	9913	129.64397	28.55328
883	9820	129.74272	28.934967
884	9611	129.45445	28.552467
885	9708	129.28055	28.533066
886	9742	129.1007	28.786877
887	9613	128.63759	28.405005
888	9711	128.4545	28.354597
889	9817	128.02533	28.653128
890	9444	128.19177	28.929989
891	9481	128.59076	28.773046
892	9605	128.90675	28.510015
893	9585	129.00987	28.729132
894	9669	129.0772	28.293388
895	9760	128.94592	28.432068
896	9740	129.05984	28.77415
897	9658	128.98926	28.433807
898	9690	128.95958	28.0454
899	9936	129.38266	28.281408
900	9761	128.94135	28.36436
901	9799	129.26242	28.150576
902	9858	129.56161	28.442274
903	9767	129.41982	28.213697
904	9819	129.7222	28.621948
905	9803	129.43811	28.634306
906	9757	129.57939	28.64268
907	9803	129.27528	28.921423
908	9669	129.14781	28.755817
909	9579	129.24345	28.96052
910	9513	129.62682	28.957533
911	9644	129.53255	29.441307
912	9488	129.338	29.436724
913	9453	129.18039	29.091106
914	9559	129.32388	28.854906
915	9687	129.2633	28.91329
916	9653	129.00938	29.11408
917	9500	128.54906	28.987282
918	9436	128.56053	28.758303
919	9630	128.88936	29.18357
920	9583	128.6802	29.092674
921	9417	128.69319	28.641123
922	9582	128.49547	28.927332
923	9523	128.24962	28.68576
924	9517	128.53255	28.914585
925	9492	128.17336	28.714489
926	9528	127.75053	28.67824
927	9587	127.54981	29.029299
928	9414	127.905876	29.515575
929	9287	127.71085	29.500296
930	9396	127.47776	29.529226
931	9330	127.913734	29.600794
