gen	time	h	d
237	6998	96.55406	30.490377
238	7056	96.420204	30.552664
239	7004	96.44276	30.70753
240	6890	96.35522	31.034824
241	6898	96.5154	31.45295
242	6813	96.06987	31.586216
243	6787	96.423325	31.64465
244	6760	96.84359	31.284533
245	6824	96.963974	31.228096
246	6888	97.2087	30.929413
247	6981	96.826866	31.107752
248	6869	96.87656	30.782614
249	6878	96.48512	30.601326
250	6971	96.85137	30.557083
251	6960	96.76941	31.039757
252	7028	96.78891	30.72916
253	6870	96.99083	30.522276
254	7069	96.66947	30.323973
255	7079	96.17791	30.666613
256	6920	96.26243	30.363274
257	6982	95.93206	30.233673
258	6938	96.00603	30.474895
259	6958	96.390656	30.453865
260	6978	96.24618	30.699978
261	6914	96.256584	30.303555
262	7111	96.45366	30.210958
263	7029	96.25787	30.352335
264	6980	96.316185	30.744148
265	6895	96.6393	30.588654
266	7051	96.76739	31.0026
267	6880	96.48047	31.170187
268	6839	96.37792	31.210878
269	6845	95.90912	31.366716
270	6701	95.97029	31.32996
271	6729	95.944214	31.719513
272	6672	96.23721	31.558887
273	6788	96.381714	31.922543
274	6738	96.48177	32.23103
275	6599	96.2546	32.148647
276	6610	96.23896	32.24658
277	6664	96.72387	32.289974
278	6673	96.54103	31.961952
279	6653	96.79386	31.72567
280	6775	96.653496	31.307407
281	6823	96.58043	30.903633
282	6918	96.54486	31.402126
283	6809	96.12655	31.866371
284	6718	96.32582	31.684391
285	6807	96.39245	31.53857
286	6777	95.976845	31.45653
287	6748	96.342865	31.31071
288	6902	96.02645	31.63478
289	6815	96.467186	31.991707
290	6622	96.89639	31.702793
291	6809	96.81887	31.478262
292	6770	96.71283	31.844131
293	6813	97.10971	32.15728
294	6713	97.28877	32.602364
295	6586	97.43055	32.104156
296	6721	97.713974	32.351494
297	6697	98.200905	32.36735
298	6733	97.85601	32.22142
299	6725	97.84351	32.40052
300	6626	97.550644	32.341805
301	6701	98.047104	32.20217
302	6735	97.76332	32.69408
303	6661	97.91991	32.939514
304	6507	97.94095	32.7882
305	6713	97.44381	33.036118
306	6502	97.729904	33.36701
307	6536	98.05319	32.941307
308	6692	97.799126	33.171253
309	6493	97.87776	32.79139
310	6663	97.411736	32.45782
311	6682	97.26364	32.22773
312	6687	97.11548	31.967785
313	6766	97.15064	31.851662
314	6805	96.69922	31.986816
315	6744	96.57931	31.539288
316	6832	96.89861	31.563316
317	6874	96.62889	31.37251
318	6869	97.121765	31.073805
319	6871	97.21666	31.239525
320	6919	97.45821	31.419386
321	6823	97.88547	31.335085
322	6972	98.34345	31.21413
323	6949	98.16963	31.16042
324	6992	98.26145	31.33716
325	6996	98.42846	31.524658
326	6852	98.92413	31.217785
327	7025	98.96224	31.069553
328	7030	98.880875	30.987877
329	7037	99.29232	31.260746
330	6977	99.508896	31.319113
331	7062	99.98653	31.212423
332	7159	99.665184	31.277767
333	7030	99.7404	31.363821
334	7038	99.92692	31.781666
335	6930	99.71572	31.799992
336	7033	100.105675	32.066864
337	6869	100.162964	32.02278
338	6970	99.79146	32.070107
339	6917	99.50421	32.046852
340	6821	99.97919	31.762207
341	6903	99.48576	31.35956
342	7018	99.44618	31.133236
343	7075	99.76336	31.41976
344	7059	99.847176	31.703121
345	6976	99.86161	31.829025
346	6919	100.19123	31.541634
347	7072	100.11143	31.106121
348	7064	99.79005	31.324406
349	6996	100.02354	31.07612
350	7117	100.0797	30.985735
351	7193	100.56817	30.741451
352	7309	100.75513	30.694363
353	7253	101.04533	31.079187
354	7270	100.76133	30.605213
355	7301	100.92029	30.197224
356	7385	101.0484	29.942448
357	7438	100.85882	29.715319
358	7406	101.306175	30.066235
359	7516	100.9003	30.119219
360	7381	101.38681	30.216219
361	7418	101.666275	30.28183
362	7327	102.02028	30.744438
363	7246	101.76859	30.377205
364	7404	101.2883	30.67038
365	7248	101.64707	31.054382
366	7241	101.568756	30.789492
367	7284	101.17154	30.47101
368	7288	101.53753	30.24691
369	7295	102.031975	29.792294
370	7517	102.500565	30.220676
371	7463	102.222275	30.65227
372	7369	102.55609	30.950485
373	7366	102.63779	30.523321
374	7360	102.50975	30.24712
375	7465	102.83281	30.526794
376	7331	103.01131	30.082827
377	7532	103.18811	29.923546
378	7625	103.5784	29.778479
379	7591	103.557365	30.022455
380	7514	103.151306	29.646158
381	7681	103.6183	29.742867
382	7623	103.726906	29.54771
383	7667	103.8218	29.929976
384	7598	103.944664	30.224096
385	7555	104.30823	30.58504
386	7472	104.074524	30.567019
387	7421	103.77552	30.231026
388	7560	103.3256	30.661737
389	7406	103.135284	30.750633
390	7334	103.37468	30.621595
391	7449	103.5921	31.1186
392	7274	104.07301	31.26426
393	7383	104.342995	30.879932
394	7388	104.70333	31.247599
395	7348	104.26896	31.000704
396	7373	104.578964	30.87744
397	7398	104.76562	30.804369
398	7403	105.00105	30.539663
399	7447	104.96822	30.940147
400	7431	105.43014	31.332357
401	7361	105.76329	31.277422
402	7470	105.81086	31.173853
403	7477	106.08283	31.602627
404	7340	106.30862	32.00027
405	7283	106.43418	32.027477
406	7357	106.90156	32.249653
407	7349	106.99394	31.81358
408	7399	107.22893	31.872993
409	7353	107.58236	32.200268
410	7411	107.59999	32.336136
411	7341	108.069084	32.172234
412	7351	108.44644	31.939655
413	7431	108.42251	31.542439
414	7544	108.765045	31.854588
415	7443	108.31685	32.251026
416	7441	107.98049	32.441803
417	7199	108.2679	32.67273
418	7247	108.69899	32.228706
419	7435	108.90209	31.88433
420	7480	109.26297	31.544464
421	7637	108.87874	31.110956
422	7766	109.37613	31.164495
423	7713	109.48459	30.748262
424	7860	109.34887	30.525375
425	7719	109.073586	30.822796
426	7769	108.69318	31.12819
427	7657	109.06043	30.694958
428	7738	108.97124	30.345835
429	7758	108.73071	30.485006
430	7776	108.49445	30.97742
431	7623	108.73104	31.161268
432	7597	108.744804	31.028864
433	7783	109.10536	31.375172
434	7546	109.33377	31.533913
435	7639	108.92034	31.980701
436	7427	108.49503	32.313786
437	7456	108.21645	31.91969
438	7490	107.860405	31.88552
439	7479	108.30105	31.416262
440	7573	108.75843	30.974543
441	7614	109.019966	30.834534
442	7868	108.72621	30.844782
443	7748	109.10714	30.57374
444	7829	109.34567	30.904358
445	7775	109.15073	31.00476
446	7746	109.00106	30.727955
447	7768	109.496254	30.725727
448	7784	109.45174	30.853992
449	7838	109.71623	31.147985
450	7685	110.14201	31.543098
451	7685	109.66591	31.315073
452	7644	109.23318	31.509258
453	7592	109.309364	31.53149
454	7662	108.94271	31.419256
455	7584	108.83169	31.38385
456	7560	108.9923	31.763832
457	7497	109.3064	32.147625
458	7430	109.583244	32.44364
459	7276	109.5811	32.53927
460	7374	109.39295	32.27147
461	7403	109.2776	32.24527
462	7396	109.21374	32.43491
463	7411	109.10201	32.0726
464	7463	108.89193	32.525604
465	7360	109.06934	32.407837
466	7469	108.754395	32.292362
467	7429	108.921364	32.77748
468	7215	108.98483	32.356956
469	7310	108.93791	32.09944
470	7586	108.554756	31.897324
471	7401	108.40413	31.775093
472	7410	108.61834	31.42158
473	7586	108.55435	31.724575
474	7622	108.86483	32.06744
475	7369	108.675804	32.462837
476	7325	108.91931	32.92286
477	7253	108.85165	32.725
478	7335	108.84229	32.88132
479	7243	108.92667	33.11577
480	7284	109.34944	32.638878
481	7403	109.73645	32.93703
482	7255	109.652115	32.5577
483	7318	109.50722	32.62282
484	7386	109.192085	32.2493
485	7481	109.07468	31.952518
486	7543	109.40221	31.65493
487	7526	109.78249	31.26572
488	7663	109.60086	30.797104
489	7777	109.504005	31.17087
490	7672	109.408714	30.77265
491	7911	109.21996	30.473133
492	7802	108.74186	30.405344
493	7800	108.411415	30.250576
494	7819	108.7919	30.15082
495	7824	108.93124	30.241915
496	7773	109.3641	29.779469
497	8092	109.707016	29.973186
498	7976	109.40007	29.81396
499	7992	109.29496	29.865751
500	7958	109.516396	30.213055
501	7872	109.659935	30.149681
502	7855	110.00508	29.78674
503	8119	110.17259	29.827984
504	8045	110.09547	29.808167
505	8041	110.38805	29.854998
506	8103	110.60638	29.49231
507	8247	110.61058	29.463104
508	8075	110.25735	29.497326
509	8189	110.51903	29.573278
510	8088	110.467186	29.107786
511	8096	110.607414	28.650587
512	8380	110.512436	28.20002
513	8538	110.47811	28.588861
514	8454	110.036545	28.99806
515	8222	109.82524	28.994051
516	8261	110.11181	29.081675
517	8267	110.17347	28.721035
518	8421	110.19144	28.602566
519	8360	110.22485	28.2784
520	8455	110.264366	28.459482
521	8419	109.800095	27.98893
522	8555	110.17483	27.832561
523	8616	110.31979	27.471233
524	8682	110.240875	27.332333
525	8827	110.32056	27.411158
526	8707	110.187416	27.523527
527	8596	110.32641	27.084806
528	8866	110.285965	27.329166
529	8824	109.96857	27.689384
530	8685	109.946335	27.894075
531	8511	109.91558	27.452291
532	8736	109.73909	27.658276
533	8690	109.51919	27.613146
534	8594	109.68267	27.342848
535	8677	109.470795	27.818129
536	8626	109.049675	28.16991
537	8433	109.19275	28.390816
538	8412	108.99682	28.59757
539	8315	108.94905	28.651497
540	8271	109.42317	29.046099
541	8170	109.28461	29.404758
542	8060	109.07139	29.023634
543	8172	109.09872	28.571068
544	8365	109.327774	28.263397
545	8432	109.53531	28.359837
546	8379	109.60378	28.291212
547	8367	109.51948	28.691425
548	8255	109.822624	28.482996
549	8375	109.87137	28.206934
550	8460	109.3873	27.816185
551	8563	109.17904	27.383469
552	8669	109.57943	27.592213
553	8582	109.57349	27.16587
554	8722	109.403275	27.206425
555	8633	109.8821	27.104473
556	8782	110.21265	26.91264
557	8877	110.655525	27.132414
558	8819	110.89528	26.677507
559	9084	110.70137	26.838114
560	8921	110.81735	27.316124
561	8735	110.568565	27.73555
562	8608	110.78655	27.729605
563	8674	110.752686	27.463324
564	8746	110.31163	27.225887
565	8675	110.277	26.846512
566	8803	110.59945	27.025135
567	8840	110.42726	27.50584
568	8784	110.78779	27.974054
569	8594	110.55479	28.106703
570	8506	110.74075	28.398289
571	8409	110.89011	28.334854
572	8458	110.69289	28.81925
573	8317	110.298836	28.70752
574	8345	109.91363	29.19843
575	8173	110.12628	28.965363
576	8233	110.11279	29.399712
577	8154	110.264854	29.773027
578	8058	110.65814	30.136042
579	8060	110.53023	29.793919
580	8160	110.86305	30.040802
581	8076	110.74054	29.970293
582	8015	110.32688	30.162235
583	8001	109.97693	30.406881
584	7910	109.84737	29.943703
585	7943	110.09548	30.211622
586	8041	110.492676	30.142338
587	7941	110.58844	29.908714
588	8030	110.83661	30.368637
589	7989	110.770226	30.705389
590	7935	110.765945	30.254633
591	7934	110.79913	30.159256
592	7962	111.07393	30.574863
593	7932	110.768196	30.085155
594	8010	110.52521	30.481138
595	7944	110.25559	30.63003
596	7846	110.371445	30.37293
597	7968	110.852585	30.723265
598	7870	110.796974	30.790714
599	7857	110.77317	31.01375
600	7930	110.67443	31.25336
601	7741	110.58389	30.94838
602	7784	110.21028	30.638988
603	7882	110.47813	30.573261
604	7867	110.69465	30.408072
605	7893	110.577965	30.486431
606	7982	110.92231	30.172626
607	8162	111.019325	30.06158
608	8001	110.80619	29.569994
609	8205	111.00329	29.086508
610	8338	110.7045	29.04787
611	8383	111.01427	29.04956
612	8322	110.9406	29.26792
613	8323	111.103355	29.112164
614	8309	111.27745	29.215904
615	8385	111.0108	28.98655
616	8349	111.18737	28.495438
617	8516	110.99722	28.098227
618	8590	110.83656	27.992266
619	8638	110.53826	28.172981
620	8531	110.27999	28.671082
621	8436	110.62328	28.567905
622	8407	110.18503	28.354034
623	8373	110.54481	28.274166
624	8506	110.95652	28.671186
625	8420	110.96886	28.45075
626	8458	110.52141	28.366776
627	8487	110.174126	28.237185
628	8461	110.54617	28.699205
629	8392	110.269844	29.191998
630	8179	110.36302	28.792107
631	8417	110.68009	28.807173
632	8358	110.98855	28.470661
633	8483	110.875145	28.531622
634	8500	110.62063	28.977877
635	8177	110.46639	29.338621
636	8220	110.00638	29.20963
637	8172	109.59614	29.51976
638	8149	110.047	29.870392
639	8032	109.7555	30.342775
640	7959	109.4422	30.196648
641	8013	109.25824	29.987577
642	7930	109.49587	30.255423
643	7883	109.65012	30.174341
644	7913	109.503784	29.779854
645	8116	109.37061	29.917208
646	7945	109.43936	30.362076
647	7922	109.61621	30.731731
648	7833	109.21562	30.991856
649	7723	108.776665	31.237543
650	7641	109.15498	31.667068
651	7529	108.75861	31.778381
652	7508	108.32533	31.915298
653	7466	108.12662	31.832664
654	7380	108.54958	32.058567
655	7242	108.71825	31.923855
656	7512	109.10498	32.28601
657	7370	109.00166	32.192177
658	7520	108.72829	32.068714
659	7462	109.13044	31.958614
660	7500	108.95536	32.350006
661	7408	109.16757	32.046734
662	7447	108.80168	32.273197
663	7405	108.48328	32.43633
664	7429	108.244064	32.107986
665	7374	108.72347	31.837204
666	7506	108.364174	31.71576
667	7516	108.63026	32.096737
668	7445	108.16922	32.02281
669	7395	107.875854	32.086002
670	7358	108.26448	31.92984
671	7461	108.45429	31.576893
672	7545	108.56254	31.5891
673	7483	108.912895	31.966213
674	7549	108.8051	32.379593
675	7322	109.20366	32.5592
676	7324	108.96743	32.77809
677	7299	109.06194	32.551754
678	7385	108.79555	32.88131
679	7231	108.65759	33.165665
680	7245	108.24212	33.434628
681	7124	108.3554	33.466545
682	7099	108.44289	33.33181
683	7225	108.243996	33.290184
684	7137	108.39864	32.811386
685	7281	107.9149	32.994663
686	7259	107.752045	33.38311
687	7104	107.60992	33.25197
688	7153	108.03134	33.05594
689	7140	107.878944	33.164783
690	7238	107.41386	33.433456
691	7118	107.640915	33.78593
692	7014	108.00078	34.21932
693	7003	108.26636	34.44139
694	6965	108.520775	34.85405
695	6920	108.35635	34.86631
696	6851	107.949326	34.490337
697	6882	108.2033	34.232006
698	7000	108.64489	34.079887
699	7048	108.322495	34.0968
700	7051	107.95587	34.51691
701	6994	107.62456	34.384495
702	6941	108.05739	34.323677
703	6953	107.66515	34.808304
704	6864	107.77777	34.699795
705	6951	107.29229	35.022755
706	6831	107.705055	34.533043
707	6898	107.356346	34.614006
708	6901	107.47904	34.26214
709	6945	107.59116	34.120094
710	7004	107.462746	33.739887
711	7066	107.385925	33.48017
712	7118	107.8547	33.47279
713	7107	107.911674	33.408333
714	7068	107.989586	33.592297
715	7169	107.50906	33.475708
716	7034	107.08066	33.599407
717	7069	107.48777	33.551224
718	7075	107.63724	33.79584
719	7018	107.360405	34.271534
720	6895	106.862854	34.227882
721	6920	106.57801	34.636032
722	6886	106.32418	35.012547
723	6700	106.21754	34.885273
724	6752	105.89706	34.424942
725	6837	106.24692	34.115505
726	6909	106.185135	34.27835
727	6919	106.274155	33.97278
728	6952	106.695114	34.33731
729	6829	106.20106	34.66402
730	6789	106.49933	35.072224
731	6668	106.54675	34.68102
732	6859	106.698715	34.636436
733	6861	106.730415	35.006527
734	6753	106.644775	34.746387
735	6709	106.16855	34.672943
736	6868	105.985535	35.099392
737	6746	106.22821	35.19303
738	6710	105.97503	35.448326
739	6619	105.89069	35.662148
740	6629	106.26804	35.7356
741	6643	105.915276	35.546112
742	6658	105.46408	35.443993
743	6701	105.21791	35.617924
744	6544	105.127304	35.536045
745	6554	105.184265	35.835102
746	6567	104.71553	36.04974
747	6597	104.768524	36.20625
748	6442	104.358986	36.553833
749	6391	104.29003	37.0327
750	6315	103.935486	37.079884
751	6191	103.67679	37.251835
752	6269	104.067505	37.345264
753	6336	104.06587	37.65383
754	6194	104.12553	37.713062
755	6139	104.57826	37.53581
756	6241	104.399925	37.44779
757	6225	104.399414	37.868176
758	6114	104.35399	38.137054
759	6071	104.6897	37.97886
760	6224	104.33152	38.318375
761	6072	104.07484	38.25659
762	6152	104.55346	38.479794
763	6170	104.24483	38.105473
764	6137	104.38314	37.620495
765	6166	104.23007	37.414536
766	6292	104.24205	37.48136
767	6231	104.10187	37.24912
768	6154	104.32468	36.82821
769	6389	104.79537	37.2629
770	6274	104.60714	37.745358
771	6167	104.98485	37.32599
772	6274	104.65614	37.484093
773	6291	104.82357	37.87091
774	6238	104.5031	38.27669
775	6108	104.22722	38.17647
776	6095	103.98319	38.40406
777	6074	104.304794	38.150997
778	6113	104.00174	38.32188
779	6148	103.72182	38.622795
780	6034	103.867516	38.5626
781	6059	103.84185	38.751923
782	6004	103.853294	39.08675
783	5979	103.94282	38.68831
784	6094	103.98424	38.36075
785	6070	104.38669	38.132786
786	6116	104.70755	37.83279
787	6208	104.64659	37.344223
788	6252	104.48561	37.0013
789	6289	104.40043	37.063087
790	6257	104.85751	37.14773
791	6313	105.15405	37.208893
792	6260	105.51236	36.74068
793	6404	105.05419	37.189297
794	6379	105.35871	37.58035
795	6289	105.51214	38.039852
796	6231	105.77546	37.740154
797	6271	105.30722	37.42302
798	6339	104.98281	37.839493
799	6238	104.92236	37.43223
800	6296	104.543724	37.82396
801	6258	104.935295	37.386375
802	6251	104.86723	37.037247
803	6331	104.81726	37.452103
804	6275	104.40273	37.270485
805	6286	103.967285	37.43883
806	6257	104.067276	37.896297
807	6211	103.723305	37.46227
808	6255	103.32711	37.3189
809	6272	103.17419	37.77494
810	6138	103.44772	37.513313
811	6202	103.575356	37.213715
812	6191	103.70452	37.56856
813	6222	103.250946	37.95087
814	6162	103.456505	37.93474
815	6172	103.46101	37.63252
816	6205	102.97142	37.86256
817	6088	103.02661	37.61589
818	6141	103.18507	37.443275
819	6248	103.05217	37.412613
820	6203	102.7454	36.916447
821	6225	102.71181	36.430916
822	6284	103.19714	36.3107
823	6319	103.46799	36.760944
824	6279	103.04516	36.533665
825	6360	102.96623	36.714104
826	6318	102.570564	36.89307
827	6195	102.42772	36.613922
828	6314	102.477104	36.28819
829	6311	102.403275	36.39304
830	6262	102.768875	36.44858
831	6310	103.25927	36.916588
832	6253	103.46304	37.024834
833	6204	103.9077	36.675396
834	6424	103.63192	36.806374
835	6310	103.29956	37.24962
836	6191	103.546234	37.029705
837	6248	103.74793	37.402122
838	6280	104.047455	37.571293
839	6256	103.661545	37.47242
840	6262	103.65205	37.004753
841	6275	103.28464	37.141098
842	6207	103.72575	36.961674
843	6279	103.28294	36.738586
844	6333	103.58551	37.236404
845	6138	103.76244	37.6362
846	6224	103.454025	37.294518
847	6268	103.51105	37.22745
848	6227	103.52869	37.42255
849	6251	103.82857	37.60137
850	6215	103.54127	37.856533
851	6188	103.564606	37.77612
852	6214	103.86543	37.781322
853	6115	103.46413	37.764286
854	6176	102.96873	37.281227
855	6230	103.238235	37.386314
856	6140	103.30703	37.325294
857	6142	102.93555	37.568466
858	6155	102.53067	37.528946
859	6104	102.600876	37.942665
860	6101	102.643715	37.68808
861	6162	102.81176	37.534817
862	6240	103.02525	37.16057
863	6156	103.07498	37.129917
864	6251	103.552475	37.393852
865	6213	103.37773	36.996956
866	6311	102.90854	36.98489
867	6315	103.312325	37.358562
868	6148	103.119576	37.549984
869	6041	103.03114	37.99373
870	6072	102.68702	37.86018
871	6093	103.00969	38.01039
872	6069	103.111015	37.737057
873	6145	102.67284	37.532143
874	6103	102.3687	37.35664
875	6175	102.69362	37.463753
876	6200	102.54064	37.35364
877	6111	102.29078	37.066162
878	6212	101.93658	37.48763
879	6083	102.400925	37.213203
880	6187	102.04723	36.935596
881	6246	101.67549	36.571587
882	6198	101.541306	36.848442
883	6125	101.196365	36.94013
884	6169	101.48888	37.262115
885	6127	101.88864	37.483616
886	6112	102.10138	37.33144
887	6041	102.07729	37.056866
888	6241	102.51926	37.055607
889	6200	102.32004	37.222366
890	6171	102.42147	37.459003
891	6118	102.70234	37.114853
892	6221	103.1845	37.298813
893	6109	102.78483	37.213097
894	6141	102.66149	37.297005
895	6262	102.19129	37.06043
896	6261	102.291855	36.85638
897	6183	102.74023	36.683346
898	6325	102.26865	36.993893
899	6220	102.758934	36.561462
900	6240	102.48467	36.83878
901	6244	102.22996	36.992035
902	6214	102.204155	36.86727
903	6228	102.48417	37.27329
904	6122	102.504974	37.026966
905	6140	102.161224	36.85943
906	6193	101.68913	36.875156
907	6124	101.485016	36.68718
908	6206	101.060646	36.85767
909	6209	101.19967	37.331333
910	6159	101.69011	37.5718
911	6140	101.8447	37.512127
912	6196	102.284615	37.881824
913	6067	101.91442	38.01301
914	6016	102.377716	37.791847
915	6116	101.9929	37.98829
916	5928	102.48963	37.830173
917	6131	102.75135	37.457344
918	6205	103.001564	37.00098
919	6251	102.69911	36.640972
920	6352	102.86382	36.518364
921	6275	102.94955	36.18596
922	6376	102.57927	36.223557
923	6380	102.16116	36.41049
924	6316	101.96075	36.57674
925	6241	102.0351	36.80067
926	6185	102.097725	36.96017
927	6174	101.94019	37.077984
928	6218	102.130936	37.37988
929	6148	102.51704	37.03532
930	6191	102.3348	37.472084
931	6085	102.382515	37.60272
