gen	time	h	d
932	6136	102.62968	38.06451
933	6094	102.2289	38.00648
934	6043	102.70768	38.16025
935	6023	103.12416	38.11989
936	6051	103.13584	38.61001
937	6008	102.89705	38.17328
938	6061	103.00285	38.67036
939	5982	103.29816	39.14202
940	5913	103.7084	39.189774
941	5973	103.38074	39.202896
942	6005	103.54356	39.22065
943	5954	103.1798	39.038563
944	5958	103.33408	39.34924
945	5910	103.826385	39.668766
946	5976	104.26519	39.214733
947	5954	104.33179	39.32758
948	5941	104.11601	39.48846
949	5937	104.199265	39.921516
950	5858	103.7438	40.37914
951	5835	104.1826	39.921703
952	5913	104.53697	39.756172
953	5938	104.31251	40.067863
954	5958	104.50096	40.34675
955	5861	104.147316	40.741726
956	5736	104.21273	40.585423
957	5850	104.126335	40.815853
958	5732	104.342255	40.53416
959	5802	104.52074	40.71704
960	5872	104.53011	41.092323
961	5840	104.48633	40.882393
962	5788	104.52666	40.78152
963	5868	104.50983	41.04787
964	5776	104.79516	41.282192
965	5695	104.75649	41.20717
966	5674	104.43213	40.9658
967	5765	104.48381	40.944347
968	5702	104.19495	40.537823
969	5841	104.33421	40.4215
970	5766	104.34175	40.41219
971	5793	103.97572	40.162163
972	5849	104.29815	39.871902
973	5856	103.91589	40.06043
974	5858	104.22351	39.589806
975	6003	104.04864	39.780342
976	5986	103.990974	40.007076
977	5888	103.78608	40.266403
978	5863	103.64356	39.898235
979	5894	103.154915	40.084743
980	5796	103.14115	40.242905
981	5712	103.36027	40.57506
982	5745	103.463295	40.293938
983	5803	103.38631	40.08351
984	5886	103.251465	40.420776
985	5814	103.011635	40.584713
986	5749	103.143654	40.919277
987	5765	102.90931	40.639523
988	5769	103.390114	40.70676
989	5731	103.819786	40.4162
990	5822	103.65376	40.000877
991	5773	103.43809	39.885048
992	5840	103.236084	40.202103
993	5741	103.54023	39.884785
994	5796	103.32516	39.416176
995	5808	103.65865	39.267452
996	5897	103.269165	38.883324
997	6014	103.54253	38.840714
998	6020	103.85678	39.01493
999	5982	103.709564	38.63004
time = 454 ms
